id,intent,text
456,card_payment_wrong_exchange_rate,I feel as though I have been over charged for the exchange rate on my payment on last Saturday.
457,card_payment_wrong_exchange_rate,My currency rate is inaccurate.
458,card_payment_wrong_exchange_rate,The currency exchange rate was wrong for a purchase I made.
459,card_payment_wrong_exchange_rate,I purchased something abroad and the incorrect exchange rate was applied.
460,card_payment_wrong_exchange_rate,Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.
461,card_payment_wrong_exchange_rate,I was charged the wrong exchange rate on a purchase
462,card_payment_wrong_exchange_rate,Can you change the rate for the item I bought in a different currency as it is wrong?
463,card_payment_wrong_exchange_rate,The currency exchange for my purchase in foreign currency is incorrect.
464,card_payment_wrong_exchange_rate,I noticed the currency exchange rate was incorrect after paying for something in a foreign country.
465,card_payment_wrong_exchange_rate,My foreign currency exchange has been applied incorrectly.
466,card_payment_wrong_exchange_rate,Why isn't my purchase exchange rate correct?
467,card_payment_wrong_exchange_rate,I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.
468,card_payment_wrong_exchange_rate,"I purchased something while traveling, and the exchange rate applied was wrong."
469,card_payment_wrong_exchange_rate,Why is the exchange rate different on my recent purchase?
470,card_payment_wrong_exchange_rate,The fee charged when I changed rubles into British pounds was too much.
471,card_payment_wrong_exchange_rate,I wasn't charged the correct exchange rate for an item I purchased.
472,card_payment_wrong_exchange_rate,Does the fee for exchange change?
473,card_payment_wrong_exchange_rate,The rate applied to my purchase in a foreign currency was wrong.
474,card_payment_wrong_exchange_rate,"I bought something while traveling, and the exchange rate was wrong."
475,card_payment_wrong_exchange_rate,something is wrong with my exchange rate charge
476,card_payment_wrong_exchange_rate,Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.
477,card_payment_wrong_exchange_rate,It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!
478,card_payment_wrong_exchange_rate,I bought an item then noticed the exchange rate was wrong.
479,card_payment_wrong_exchange_rate,The exchange rate applied is wrong for my international purchase.
480,card_payment_wrong_exchange_rate,My card payment had the wrong exchange rate
481,card_payment_wrong_exchange_rate,They used the wrong rate when I made a purchase with foreign currency.
482,card_payment_wrong_exchange_rate,Does the exchange rate change each day for purchases? There is a different rate on my purchase.
483,card_payment_wrong_exchange_rate,It seems that the rate I got is incorrect.
484,card_payment_wrong_exchange_rate,I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?
485,card_payment_wrong_exchange_rate,Was I charged more than I should of been for a currency exchange?
486,card_payment_wrong_exchange_rate,What do i do if the exchange rate was wrong for the item i bought overseas?
487,card_payment_wrong_exchange_rate,My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?
488,card_payment_wrong_exchange_rate,I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange.
489,card_payment_wrong_exchange_rate,What is your exchange rate between UK pounds and Russian rubles for my last transaction
490,card_payment_wrong_exchange_rate,I think there was an error in your exchange rate.
491,card_payment_wrong_exchange_rate,The exchange rate was not correct for the item I bought.
492,card_payment_wrong_exchange_rate,I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate?
493,card_payment_wrong_exchange_rate,My exchange seems to have something wrong with it. I changed over Russian Ruble to UK pounds and it appears I was charged way more than I was supposed to be.
494,card_payment_wrong_exchange_rate,The correct exchange rate wasn't given to me for an item I purchased.
495,card_payment_wrong_exchange_rate,"I bought something in another currency, but the exchange rate was incorrect."
496,card_payment_wrong_exchange_rate,the exchange rate is wrong from something I got in another country
497,card_payment_wrong_exchange_rate,"The exchange rate given to me after a purchase, was incorrect"
498,card_payment_wrong_exchange_rate,My card payment has the wrong exchange rate
499,card_payment_wrong_exchange_rate,I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.
500,card_payment_wrong_exchange_rate,Why is the exchange rate different from what I expected?
501,card_payment_wrong_exchange_rate,The exchange rate you are using is really bad.This can't be the official interbank exchange rate.
502,card_payment_wrong_exchange_rate,Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.
